章节序号,题目序号,问题,选项,正确选项序号,解释
47,17,哪个函数用于在画布上绘制矩形？,"[""牵引箱 ()"",""drawRect()"",""drawRectangle()"",""drawSquare()""]",1,drawRect() 函数用于绘制矩形，指定其大小和在画布上的位置。
47,18,哪个函数用于填充带有渐变图案的形状？,"[""刷子"",""梯度着色器"",""drawGradient()"",""fillWithGradient()""]",0,画笔组件用于使用渐变图案 (如水平、径向和垂直渐变) 填充形状。
47,19,哪个函数用于在画布上旋转绘图元素？,"[""applyRotation()"",""drawRotate()"",""旋转 ()"",""rotateCanvas()""]",2,rotate() 函数用于旋转画布上的绘图元素，指定旋转角度。
47,20,您将使用哪个函数创建圆角矩形轮廓？,"[""drawOutline()"",""drawRectangleOutline()"",""具有Stroke样式的drawRoundRect()"",""drawRoundedBorder()""]",2,使用带有笔触样式的drawRoundRect() 可以绘制圆角矩形的轮廓。
47,21,使用哪种方法在画布中创建虚线？,"[""dashPathEffect()"",""drawDashedLine()"",""绘制效果 (虚线)"",""pathEffect()""]",0,dashPathEffect() 方法用于通过指定虚线模式间隔来创建虚线。
47,22,以下哪一项不是Canvas组件提供的DrawScope的功能？,"[""访问大小维度"",""绘制形状和线条"",""处理胺化手势"",""执行旋转""]",-1,DrawScope提供用于绘制形状、线条和执行旋转的功能，但它不管理网络连接。
48,0,如何一个ViewModel实例的行为时，一个活动被重新创建？,"[""它会自动将数据存储到共享首选项"",""它被销毁并与活动一起重新创建"",""它存储在设备的本地数据库中"",""它持续存在，维护状态数据""]",3,ViewModel实例在配置更改 (如活动娱乐) 中持续存在，从而允许它维护它所保存的数据。
48,1,ViewModel如何帮助活动生命周期管理？,"[""它控制片段的生命周期"",""它直接处理活动娱乐"",""它确保即使在重新创建活动时也能保持数据"",""它防止活动被破坏""]",2,即使重新创建活动，ViewModel实例也会保留在内存中，从而确保在设备旋转等生命周期更改期间不会丢失数据。
48,2,Compose中的MutableState与MutableLiveData有何不同？,"[""MutableLiveData只能与Compose一起使用"",""MutableState可以直接存储复杂的数据类型，如JSON"",""MutableState特定于composable，用于Composables中的状态管理"",""MutableState自动保存配置更改中的数据""]",2,MutableState是一种状态管理机制，设计用于Jetpack Compose中的可组合函数，而MutableLiveData用于观察Compose之外的状态。
48,3,在ViewModel中，是什么触发了UI的重新组合？,"[""对ViewModel状态数据的更改"",""ViewModel的初始化"",""启动新活动"",""使用viewModel() 函数""]",0,当视图模型中的状态数据发生变化时，例如通过像incresteecount () 这样的函数，它会触发观察该状态的可组合函数的重组。
48,4,必须添加什么依赖项才能使用Compose viewModel() 函数？,"[""androidx.activity:activity-compose"",""Androidx.compose.runtime: 运行时-livedata"",""androidx.com pose.ui:ui"",""androidx.lifecycle:lifecycle-viewmodel-compose""]",3,需要将androidx.lifecycle:lifecycle-viewmodel-compose库添加到项目依赖项中，以便在Compose中使用viewModel() 函数。
48,5,ViewModel中的viewModelScope的常见用例是什么？,"[""定义UI布局"",""直接处理用户输入"",""管理UI导航"",""执行网络调用或数据库操作""]",3,viewModelScope通常用于网络调用或数据库操作等后台任务，以确保这些操作符合ViewModels的生命周期。
48,6,使用ViewModel与撰写UI的主要好处是什么？,"[""它直接控制UI布局"",""它支持与Android服务的直接交互"",""它有助于在配置更改期间保持数据一致性"",""它加快了UI渲染的速度""]",2,ViewModel允许UI通过屏幕旋转等配置更改来保留其数据，从而确保数据保持一致，而无需手动保存和恢复。
48,7,在非合成Android应用程序中使用LiveData与ViewModel的主要好处是什么？,"[""LiveData在数据更改时自动更新UI"",""LiveData只能与ViewModel一起使用"",""LiveData比使用状态变量更快"",""LiveData取代了对数据绑定的需求""]",0,LiveData被设计为生命周期感知，这意味着它可以通知UI控制器，如数据更改的活动和片段，当数据更改时自动更新UI。
48,8,Android架构中的ViewModel组件的主要目的是什么？,"[""设计Android应用的布局"",""处理数据库交互"",""直接管理用户界面元素"",""与UI逻辑分开存储和管理与UI相关的数据""]",3,ViewModel组件旨在将与UI相关的数据和逻辑与UI控制器分开，有助于在配置更改中保持数据一致性，并提供清晰的关注点分离。
48,9,observeAsState() 函数的作用是什么？,"[""将LiveData转换为Compose状态对象"",""创建新的ViewModel"",""管理活动的生命周期"",""在不重新合成的情况下更新UI""]",0,observeAsState() 函数用于观察LiveData对象并将其转换为Compose状态对象，使其行为类似于其他状态变量，并在数据更改时触发重组。
48,10,“关注分离” 概念在Android应用架构中扮演什么角色？,"[""它将多个活动组合成一个"",""它专注于集成第三方库"",""它将UI逻辑与数据处理合并在一个模块中"",""它将不同的功能区域分成不同的模块""]",3,关注点分离旨在将应用程序的不同方面划分为单独的模块，确保独立管理UI逻辑、数据处理和其他功能。
48,11,MutableState对象在具有Compose的ViewModel中扮演什么角色？,"[""它处理错误日志记录"",""它包含触发UI重组的当前状态值"",""It管理后台任务"",""它存储布局设计""]",1,在Compose中，MutableState用于存储状态变量，这些变量在更新时会触发观察这些值的可组合函数的重新组合。
48,12,什么时候应该在ViewModel中使用MutableLiveData类？,"[""当您需要直接处理用户输入事件时"",""当你需要实现动画"",""当您想要使用Compose state观察数据中的更改时"",""当您想要存储早于Compose的可观察数据时""]",3,MutableLiveData是jetpack旧架构组件的一部分，用于在Composes状态管理流行之前存储可观察数据。
48,13,当使用ViewModel与Compose时，初始化ViewModel的最佳位置在哪里？,"[""在可组合层次结构的根级别"",""在MainActivity的onCreate方法"",""在子可组合函数中"",""在coroutine函数中""]",0,在可组合层次结构的根级别初始化ViewModel可确保所有子组合都可以访问和观察同一实例。
48,14,哪个Compose库函数将LiveData对象转换为状态对象？,"[""liveDataToState()"",""observeAsState()"",""stateFromLiveData()"",""stateObserver()""]",1,observeAsState() 函数用于将LiveData对象转换为状态对象，允许在可组合函数中观察它。
48,15,哪个架构组件在现代Android应用程序开发中仍然与Compose相关？,"[""活动导航"",""数据绑定"",""LiveData"",""视图模型""]",3,即使使用Composes内置的状态管理，ViewModel仍然适用于管理与UI相关的数据并将其与UI逻辑分离，尤其是在复杂的应用程序中。
48,16,哪个函数用于在可组合中创建或访问ViewModel实例？,"[""createViewModel()"",""getViewModel()"",""rememberViewModel()"",""viewModel()""]",3,viewModel() 函数由Compose视图模型生命周期库提供，用于在Composable中创建或检索ViewModel实例。
48,17,以下哪一项最好地描述了Android架构中的 “关注分离”？,"[""结合UI代码和后端逻辑"",""将不同的职责划分为单独的模块"",""将所有代码保存在单个活动类中"",""将所有数据存储在ViewModel中""]",1,Android架构中的关注点分离涉及将应用功能划分为不同的模块，例如将UI逻辑与数据管理分离，以使代码更易于管理和测试。
48,18,以下哪一项是Google推荐的现代Android架构的关键原则？,"[""UI和数据逻辑之间没有分离的应用程序"",""具有混合UI和数据逻辑的多个基于活动的应用程序"",""职责分离的单一活动应用程序"",""仅使用片段进行UI管理""]",2,Google建议采用一种现代架构，其中应用程序使用单个activity，将不同的屏幕作为该activity中的内容加载，并将单独的模块用于数据处理 (关注点分离)。
48,19,关于viewModel() 函数，以下哪一项是正确的？,"[""它总是创建一个ViewModel的新实例"",""它可以用来直接观察数据的变化"",""它处理网络请求"",""它返回一个现有的ViewModel实例，如果一个已经创建""]",3,viewModel() 函数检查当前范围中是否已存在ViewModel实例并将其返回; 否则，它将创建一个新实例。
48,20,关于viewModel() 函数，以下哪项陈述是正确的？,"[""它不能与导航组件一起使用"",""它每次创建一个新的ViewModel实例"",""它需要一个唯一的密钥才能使用"",""它与同一范围内的所有可组合体共享一个ViewModel实例""]",3,viewModel() 函数为同一范围内的所有可组合对象提供相同的ViewModel实例，使它们可以轻松共享数据。
48,21,关于MutableLiveData的哪句话是正确的？,"[""它允许在ViewModel中观察数据更改"",""它可用于在内存中存储大文件"",""它是Compose框架独有的"",""它用于实时观察UI元素""]",0,MutableLiveData允许在ViewModel中观察数据变化，允许UI在数据变化时对更新做出反应。
48,22,为什么在执行后台任务时使用viewModelScope很重要？,"[""它会在清除ViewModel时自动取消任务"",""它提高了重组的速度"",""它保持ViewModel活动后的活动被销毁"",""它管理UI组件的生命周期""]",0,viewModelScope可确保在清除ViewModel时自动取消在ViewModel内启动的协联，从而有助于有效地管理资源。
48,23,为什么建议在顶级组合中初始化ViewModel？,"[""允许子composable轻松访问和观察状态"",""避免创建ViewModel的多个实例"",""以确保UI和数据紧密耦合"",""最小化应用程序中的可组合对象数量""]",0,通过在顶级可组合对象中初始化ViewModel，其状态可以通过可组合层次结构向下传递，从而更容易管理和观察子可组合对象中的数据。
50,0,SQLite与Oracle或SQL Server等其他关系数据库管理系统有何不同？,"[""它是一个独立的服务器进程"",""它是一个嵌入式数据库，在应用程序本身中运行"",""它只支持以JSON格式存储数据"",""它需要网络连接才能运行""]",1,SQLite是嵌入式的，这意味着它是作为直接链接到应用程序的库提供的，不同于作为独立服务器进程运行的其他数据库。
50,1,数据通常如何存储在Android设备上的SQLite数据库中？,"[""JSON格式"",""在XML文件中"",""在云存储解决方案中"",""在具有a的文件中。应用程序的数据目录中的db扩展""]",3,SQLite数据库存储为设备上的应用程序数据目录中的db文件。
50,2,与SQLite中的主键一起使用时，'autoincrement' 关键字确保什么？,"[""所有记录按字母顺序排序"",""主键值按顺序自动分配"",""记录是加密的"",""表在一定时间后自动删除""]",1,autoincrement关键字确保每个新记录都有一个唯一的主键，每个新行都会自动递增。
50,3,如果一个Android应用程序创建一个数据库没有定义主键会发生什么？,"[""每个记录将自动分配一个唯一的ID"",""很难唯一地识别和访问记录"",""数据库将自动创建主键列"",""数据库不会存储任何数据""]",1,如果没有主键，就无法保证唯一标识特定行的方法，从而使数据检索和管理更具挑战性。
50,4,的功能是什么。SQLite中的表命令？,"[""创建新表"",""删除特定表"",""显示数据库中的表列表"",""列出表中的所有记录""]",2,的。SQLite中的tables命令用于列出当前选定数据库中存在的所有表。
50,5,在SQLite中定义主键时，'autoincrement' 关键字的目的是什么？,"[""自动删除旧记录"",""自动递增每个新行的主键值"",""强制执行外键关系"",""确保列中的每个值都是唯一的""]",1,将autoincrement与整数主键一起使用可确保每个新行获得一个自动递增的唯一键值。
50,6,Android中 “room' 持久性库” 的作用是什么？,"[""它用更直观的语法替换SQLite"",""提高数据库性能"",""提供高级UI组件"",""简化与SQLite数据库的交互""]",3,Room library提供了比SQLite更高级别的接口，使其更容易与数据库交互，同时遵循现代建筑实践。
50,7,数据库模式在数据库中扮演什么角色？,"[""定义表中数据的关系和特征"",""定义用户界面组件的结构"",""处理应用程序中的网络连接"",""管理用户身份验证和权限""]",0,数据库模式定义存储在数据库表中的数据的结构、关系和特征。
50,8,哪个Android命令行工具用于与Android设备或模拟器进行交互以进行调试？,"[""亚行"",""gradle"",""junit"",""proguard""]",0,Android调试桥 (adb) 允许开发人员与Android设备或模拟器进行通信，使其对于调试 (包括数据库交互) 非常有用。
50,9,使用哪个SQL命令将新行添加到表中？,"[""添加"",""插入"",""选择"",""更新""]",1,INSERT语句用于将新行添加到SQL中的指定表中。
50,10,您将使用哪个SQL语句从名为 “contacts” 的表中检索所有行？,"[""FINDALL IN contacts;"",""从联系人检索 *；"",""从联系人中选择 *；"",""更新联系人集name = 'John'；""]",2,SELECT语句用于从表中检索行，* 表示应检索所有列。
50,11,关于结构化查询语言 (SQL)，以下哪一项是正确的？,"[""它是大多数关系数据库的标准语言"",""它是SQLite数据库独有的"",""它用于设计用户界面"",""它仅用于从数据库读取数据""]",0,SQL是一种用于与关系数据库交互的标准化语言，许多DBMS都支持它，包括SQLite。
50,12,以下哪一项用于唯一标识数据库表中的行？,"[""数据类型"",""外键"",""索引"",""主键""]",3,主键唯一标识数据库表中的每一行，确保该键不存在重复行。
50,13,哪个语句用于在SQLite数据库中创建新表？,"[""添加表格"",""创建"",""创建表"",""新建表格""]",2,CREATE TABLE语句用于在SQLite数据库中定义新表及其结构。
50,14,为什么SQLite是移动应用程序的合适选择？,"[""它只能用于互联网连接"",""它是轻量级的，不需要单独的服务器"",""它需要大量的硬件资源"",""它支持实时数据流""]",1,SQLite是轻量级的，并且在应用程序本身中运行，使其适用于必须最小化资源使用的移动应用程序。
50,15,为什么SQLite被认为是 “嵌入式”？,"[""它不能在移动应用程序之外使用"",""它内置于Android操作系统中"",""它需要外部服务器才能运行"",""它作为Android的后台服务运行""]",1,SQLite是嵌入式的，因为它在应用程序本身中运行，而不需要单独的服务器进程。
50,16,为什么Android的SQLite数据库中的每个表都必须有一个名为 '_id' 的主键？,"[""它允许通过网络访问表"",""它支持对数据库文件进行加密"",""它有助于存储大型二进制数据"",""这是与Android的数据库相关类兼容的要求""]",3,在Android中，主键必须命名为 _id，以便使用与数据库相关的类 (如Cursor) 进行无缝访问。
51,0,如何将LiveData与dao一起使用？,"[""实时访问远程数据库"",""自动观察数据库查询中的更改"",""连接到远程数据库服务器"",""执行后台数据库查询""]",1,通过将LiveData与DAOs结合使用，可以自动观察数据库中的更改，并在数据更改时更新UI。
51,1,房间如何处理内存中的数据库？,"[""使用 @ Database批注"",""使用 @ InMemory注释"",""使用Room.databaseBuilder()"",""使用Room.inMemoryDatabaseBuilder()""]",3,Room.inMemoryDatabaseBuilder() 用于创建仅存在于内存中并在应用程序终止时丢失的数据库。
51,2,如何在房间内处理大型数据库操作？,"[""直接访问SQLite"",""在主线程上运行它们"",""使用协程或后台线程"",""使用 @ uitread注释""]",2,为了防止阻塞UI，大型数据库操作应该使用协程在后台线程上运行。
51,3,使用什么注释来自动生成房间中的主键？,"[""@ AutoGenerate"",""@ AutoKey"",""@ ForeignKey"",""@ PrimaryKey(autoGenerate = true)""]",3,@ PrimaryKey(autoGenerate = true) 注释用于为表中的新行自动生成主键值。
51,4,什么注释用于将类标记为房间中的实体？,"[""@ DAO"",""@ 数据库"",""@ 实体"",""@ Repository""]",2,@ Entity注释将类标记为实体，在Room中定义表架构。
51,5,@ ColumnInfo注释做什么？,"[""将字段定义为主键"",""指示DAO方法"",""设置数据库表中的列名"",""指定表关系""]",2,@ ColumnInfo批注允许为房间实体中的列指定自定义名称。
51,6,@ Ignore注释在房间实体类中做什么？,"[""创建新的数据库表"",""在数据库操作期间忽略字段"",""将类标记为房间数据库"",""将字段标记为主键""]",1,@ Ignore用于排除字段保留在数据库中。
51,7,fallbackToDestructiveMigration() 方法做什么？,"[""连接到远程数据库"",""如果数据库架构更改，则强制删除数据"",""提高数据库性能"",""防止数据库迁移期间的数据丢失""]",1,如果需要迁移但未指定，则fallbacktodecstructivemigration () 将删除并重新创建数据库。
51,8,如果尝试在主线程上运行数据库操作，会发生什么情况？,"[""由于UI线程阻塞，应用程序可能会崩溃"",""该应用程序将运行得更快"",""数据库自动优化查询"",""数据库将不接受请求""]",0,在主线程上运行数据库操作可能会由于潜在的UI阻塞而导致应用程序冻结或崩溃。
51,9,在房间数据库的上下文中，主键是什么？,"[""用于加密数据库的密钥"",""数据库索引的一种类型"",""表中每一行的唯一标识符"",""用于标识单个表元素的属性""]",2,主键唯一标识数据库表中的每一行，允许访问或修改特定的行。
51,10,在房间数据库的上下文中，什么是实体？,"[""SQL语句"",""SQLite数据库类型"",""定义表架构的类"",""数据库行""]",2,Room中的实体表示为数据库中的表定义架构的类，包括列和主键。
51,11,在Android中使用Room over plain SQLite的主要好处是什么？,"[""它使数据库查询更快"",""它提供了更好的UI组件"",""它减少了用于数据库操作的样板代码的数量"",""它取代了ViewModels的需要""]",2,Room通过减少编写样板代码的需要来简化数据库操作，使数据库管理更加高效。
51,12,房间持久性库的主要用途是什么？,"[""处理所有用户界面组件"",""在Android中管理网络操作"",""完全替换SQLite数据库"",""简化向Android应用添加数据库存储的过程""]",3,房间持久化库的目的是使它更容易添加数据库存储支持Android应用程序，同时遵循架构指南。
51,13,房间里 @ ForeignKey注释的目的是什么？,"[""在列上创建索引"",""创建表之间的关系"",""定义LiveData方法"",""将类标记为实体""]",1,@ ForeignKey用于建立不同表之间的关系，例如将购买链接到客户实体。
51,14,RoomDatabase类的目的是什么？,"[""创建和返回会议室数据库实例"",""设计数据库架构"",""对数据库执行SQL语句"",""从数据库表中提取数据""]",0,RoomDatabase类负责创建数据库实例并提供对DAO实例的访问。
51,15,数据访问对象 (DAO) 在房间中的作用是什么？,"[""定义数据库操作的SQL查询和方法"",""定义表架构"",""从架构生成表"",""提供对数据库的直接访问""]",0,Dao提供映射到SQL查询的方法，这些方法用于执行数据库操作，如插入、更新或检索数据。
51,16,存储库在房间数据库体系结构中的作用是什么？,"[""创建UI组件"",""直接访问SQLite数据库文件"",""管理数据库或web服务等数据源"",""提供对云数据库实例的直接访问""]",2,存储库模块处理像数据库这样的数据源，避免了UI控制器和viewmodel直接访问这些源的需要。
51,17,当房间数据库模式发生变化时，应该怎么做？,"[""重新安装整个应用程序"",""重新启动数据库服务器"",""更新应用程序UI"",""使用fallbackToDestructiveMigration()""]",3,当架构更改并且没有提供迁移策略时，可以使用fallbackToDestructiveMigration() 来自动处理更改。
51,18,哪个注释用于在Room中插入记录？,"[""@ 添加"",""@ Appennd"",""@ 插入"",""@ Update""]",2,@ Insert是一个方便的注释，允许将记录插入到数据库中，而无需编写显式的SQL insert语句。
51,19,哪个组件提供了与房间中的底层SQLite数据库的接口？,"[""数据访问对象 (DAO)"",""存储库"",""房间数据库"",""视图模型""]",2,Room数据库对象提供了SQLite数据库的接口，用于访问DAO实例。
51,20,使用哪种方法从房间数据库中删除记录？,"[""@ 删除"",""@ 删除"",""@ Unlink"",""@ Update""]",0,@ Delete是Room中的一个方便注释，允许从数据库中删除记录。
51,21,哪种方法用于获取房间数据库的实例？,"[""Room.connect()"",""Room.createDatabase()"",""Room.databaseBuilder()"",""Room.getInstance()""]",2,Room.databaseBuilder() 用于在Android应用程序中创建或检索房间数据库的实例。
51,22,以下哪一项是Room中的便利注释？,"[""@ Dao"",""@ 实体"",""@ 插入"",""@ Query""]",2,像 @ Insert这样的便利注释允许有空间来推断SQL语句，从而减少了编写显式SQL代码的需要。
51,23,为什么使用单个房间数据库实例很重要？,"[""启用多个dao"",""防止多个数据库连接"",""降低代码复杂性"",""简化用户界面创建""]",1,使用单个房间数据库实例可确保不会打开多个连接，这有助于管理资源和防止错误。
52,0,如何在UI中自动反映对数据库记录的更改？,"[""通过在UI中直接访问数据库。"",""通过在DAO中设置手动刷新方法。"",""通过将数据存储在SharedPreferences中。"",""通过使用 “livedata” 并在ViewModel中观察它。""]",3,LiveData允许UI观察更改，并在数据库中的数据更改时自动更新。
52,1,如何在RoomDemo项目中创建房间数据库实例？,"[""通过创建自定义SQL引擎。"",""通过直接实例化RoomDatabase类。"",""通过扩展RoomDatabase类并使用 'Room.databaseBuilder'。"",""通过编写原始SQL查询。""]",2,通过扩展RoomDatabase并使用Room.databaseBuilder方法来创建房间数据库实例。
52,2,DAO中的 “@ Insert'” 注释做什么？,"[""从数据库中删除记录。"",""执行自定义SQL查询。"",""在数据库中插入新记录。"",""更新数据库中的现有记录。""]",2,@ Insert注释用于使用Room持久性库将新记录插入到数据库中。
52,3,'fallbackToDestructiveMigration()'方法在房间里做什么？,"[""自动更新数据库架构而不会丢失数据。"",""在迁移之前备份数据库。"",""如果找不到迁移，则删除并重新创建数据库。"",""防止迁移期间的数据丢失。""]",2,fallbackToDestructiveMigration() 方法删除现有的数据库，并创建一个新的，如果迁移路径丢失。
52,4,'MainViewModelFactory' 类的目的是什么？,"[""创建房间数据库的实例。"",""定义自定义SQL查询。"",""管理数据库迁移。"",""为创建具有应用程序上下文的 “mainviewmodel” 实例提供工厂。""]",3,MainViewModelFactory用于创建MainViewModel实例，传递数据库操作所需的应用程序上下文。
52,5,在存储库中使用 “mutablelivedata” 的目的是什么？,"[""创建数据库数据的备份。"",""定义数据库表架构。"",""管理UI主题更改。"",""存储观察到的更新的搜索结果。""]",3,MutableLiveData在存储库中用于存储和观察搜索结果的更改，从而允许UI对这些更改做出反应。
52,6,使用Room数据库时，存储库类的作用是什么？,"[""抽象数据操作并与DAO交互。"",""创建UI组件。"",""管理API调用。"",""提供对数据库的直接访问。""]",0,存储库抽象数据操作，并充当ViewModel和DAO之间的中间层。
52,7,使用数据库检查器与运行的房间数据库应用程序应该做什么？,"[""连接到物理设备。"",""启用ProGuard设置。"",""在房间配置中启用调试模式。"",""在模拟器或连接的设备上运行应用程序。""]",3,当应用程序在模拟器或连接的设备上运行时，可以使用数据库检查器，允许检查和修改数据库内容。
52,8,哪个注释用于将类定义为房间中的实体？,"[""@ Dao"",""@ 数据库"",""@ 实体"",""@ 表""]",2,@ Entity注释用于指定类表示Room中的数据库实体 (表)。
52,9,Room中的哪个组件负责定义SQL查询？,"[""DAO"",""实体"",""存储库"",""视图模型""]",0,数据访问对象 (DAO) 是定义SQL查询和与房间数据库交互的方法的接口。
52,10,哪个组件通常负责管理基于房间的项目中的UI状态？,"[""DAO"",""数据库"",""存储库"",""视图模型""]",3,ViewModel管理UI状态，并充当存储库和UI之间的桥梁。
52,11,哪个函数用于防止在数据库操作期间阻塞主线程？,"[""AsyncTask()"",""Thread.sleep()"",""使用Dispatchers.IO启动 ()"",""runOnUiThread()""]",2,使用带有Dispatchers.IO的launch() 允许房间数据库操作在后台线程上运行，防止主线程被阻塞。
52,12,处理异步房间数据库查询需要哪个库？,"[""Coroutines"",""匕首"",""滑翔"",""改造""]",0,协程在RoomDemo项目中用于处理异步数据库操作，以避免阻塞主线程。
52,13,为什么在房间数据库查询中使用 “livedata”？,"[""以确保在主线程上执行查询。"",""处理数据库事务。"",""提高数据库性能。"",""观察并使用数据库更改自动更新UI。""]",3,LiveData允许UI观察数据库中的更改，并在基础数据更改时自动更新。
52,14,为什么避免在主线程上执行数据库操作很重要？,"[""启用调试功能。"",""以确保应用程序的UI保持响应。"",""提高网络性能。"",""以减少电池消耗。""]",1,在后台线程上执行数据库操作可确保UI不会因长时间运行的任务而无响应。
52,15,为什么 'autoGenerate = true' 与 '@ PrimaryKey' 注释一起使用？,"[""自动生成新记录的主键值。"",""自动创建实体类。"",""启用外键约束。"",""自动管理架构迁移。""]",0,设置autoGenerate = true允许房间数据库为表中的每个新记录自动生成唯一的ID。
53,0,如何导航到新的目的地？,"[""backStack.add()"",""backStack.mo veTo()"",""backStack.navigateTo()"",""backStack.push()""]",0,add() 方法将一个新的导航键推到返回堆栈上。
53,1,导航返回堆栈通常是如何创建的？,"[""NavBackStack.create()"",""NavigationStack()"",""新的BackStack()"",""rememberNavBackStack()""]",3,此函数创建并记住具有适当状态保留的NavBackStack实例。
53,2,如何在配置更改期间保留导航状态？,"[""通过NavKeys的自动序列化"",""使用保存的实例状态"",""通过ViewModel持久性"",""带房间数据库存储""]",0,可序列化的NavKeys允许后退堆栈恢复导航状态。
53,3,是什么决定了当前可见的目的地？,"[""具有最高优先级的条目"",""返回堆栈中的第一个条目"",""返回堆栈中最后添加的条目"",""最近访问的条目""]",2,堆栈中的顶部条目 (最近添加的) 始终是当前目标。
53,4,如果您尝试使用空的返回堆栈会发生什么？,"[""发生运行时异常"",""该应用程序关闭"",""该应用程序显示一个空白屏幕"",""主屏幕自动加载""]",0,空的后退堆栈无效，将引发异常。
53,5,当应用程序首次启动时，家庭目的地会发生什么？,"[""它被缓存以便快速访问"",""它已加载但未添加到堆栈"",""它只在用户交互后显示"",""它被推到一个空的堆栈""]",3,当应用程序启动时，主目标将成为返回堆栈中的第一个条目。
53,6,当你调用backStack.removeLastOrNull() 时会发生什么？,"[""清除整个后退堆栈"",""向前导航到下一个目的地"",""删除当前目标或返回null"",""重新启动应用程序""]",2,此方法从堆栈中弹出顶部目标，触发向后导航。
53,7,Jetpack Compose中导航3库的主要目的是什么？,"[""处理网络请求"",""管理数据库操作"",""优化应用程序性能"",""简化屏幕导航的实现""]",3,Navigation 3提供了一种结构化架构，用于管理Android应用中可组合目的地之间的导航。
53,8,NavDisplay中entryProvider的用途是什么？,"[""定义可用的导航目标"",""处理权限请求"",""管理网络连接"",""优化渲染性能""]",0,entryProvider DSL块声明所有可能的导航条目及其密钥和内容。
53,9,NavEntry中的元数据属性的目的是什么？,"[""配置过渡动画"",""定义辅助功能标签"",""将其他数据传递到目标"",""存储analytics数据""]",2,元数据提供了一种通过键值对向目标发送额外信息的方法。
53,10,导航栏和导轨之间的视觉区别是什么？,"[""酒吧有图标，铁路有文字"",""酒吧在顶部，铁路在底部"",""Bar是手机，rail是可穿戴设备"",""酒吧是水平的，铁路是垂直的""]",3,导航栏水平显示在底部，而导轨垂直显示在侧面。
53,11,导航键必须实现什么？,"[""NavKey接口"",""Parcelable接口"",""路由接口"",""可序列化接口""]",0,导航键必须符合NavKey接口，并且通常可序列化以恢复状态。
53,12,什么跟踪用户通过应用程序目标的路径？,"[""NavHistory"",""导航返回堆栈"",""PathTracker"",""RouteMapper""]",1,当用户在应用程序中导航时，后退堆栈维护目的地的顺序。
53,13,NavDisplay的onBack回调接收什么类型的参数？,"[""指示成功的布尔值"",""没有 (它是一个无参数的lambda)"",""当前目标键"",""上一个目标键""]",1,onBack回调是一个处理向后导航逻辑的简单lambda。
53,14,您将在哪里定义目的地的可组合内容？,"[""作为参数rememberNavBackStack()"",""在单独的NavigationContent类中"",""在NavKey声明中"",""在entryProvider中的条目块内""]",3,每个条目将NavKey与其对应的可组合内容相关联。
53,15,在撰写应用程序中，您通常会在哪里放置导航逻辑？,"[""直接在UI composables中"",""在ViewModel或state holder中"",""在特定于导航的服务中"",""在活动课""]",1,导航逻辑通常在ViewModel中进行管理，以将关注点与UI分开。
53,16,导航键通常使用哪种注释？,"[""@ 目的地"",""@ NavigationKey"",""@ Parcelize"",""@ Serializable""]",3,导航键应可序列化以保持状态。
53,17,哪个composable负责显示当前导航目的地？,"[""NavDisplay"",""NavHost"",""NavRenderer"",""NavigationContainer""]",0,NavDisplay根据后退堆栈中的当前顶部条目显示内容。
53,18,您将使用哪种类型的导航键将数据传递到目的地？,"[""数据类"",""数据对象"",""枚举类"",""密封等级""]",0,数据类可以具有构造函数参数来传递数据，而数据对象则不能。
54,0,如何避免将同一目的地的多个实例推送到返回堆栈上？,"[""每次创建一个新的NavHostController实例。"",""在目标可组合对象中禁用重新组合。"",""在navigate() 方法中将launchSingleTop设置为true。"",""使用导航控制器的replaceTop() 方法。""]",2,将launchSingleTop设置为true可确保仅将目标的单个实例保留在后退堆栈的顶部，从而防止重复实例。
54,1,如何在撰写导航中的目的地之间传递参数？,"[""通过为每个目标创建一个新的NavHost实例。"",""通过在路由定义中包含参数并通过backStackEntry访问它。"",""通过直接在目标可组合函数中传递参数。"",""仅使用Bundle对象。""]",1,可以通过将参数添加到导航图形中的路线定义并在到达目的地时通过backStackEntry访问它们来传递参数。
54,2,使用BottomNavigation时，如何确保后退导航返回到起始目的地？,"[""通过为每个导航创建NavHostController的新实例。"",""通过禁用后退按钮功能。"",""通过将navController设置为始终在主路线上开始。"",""通过使用popUpTo() 方法和findStartDestination() 选项。""]",3,将popUpTo() 与findStartDestination() 一起使用可确保返回导航重置到开始目的地，从而保持一致的导航流。
54,3,如何在Compose中定义导航图形？,"[""通过直接在MainActivity类中添加目的地。"",""通过创建NavGraphController的新实例。"",""通过在配置文件中列出路由。"",""通过使用NavHost并在其中指定目标。""]",3,在NavHost中定义了Compose中的导航图形，其中列出了不同的路由及其对应的目标可组合。
54,4,NavHost在撰写导航中代表什么？,"[""显示错误消息的UI组件。"",""存储用户导航历史记录的组件。"",""应用程序导航目标的占位符。"",""处理后台更新的服务。""]",2,NavHost是一个组件，它充当充当导航目的地的不同组合的占位符，允许用户在它们之间移动。
54,5,NavType枚举有助于指定什么？,"[""在屏幕转换过程中使用的动画。"",""导航返回堆栈的大小。"",""要应用于NavHost的主题。"",""在目标之间传递的参数的类型。""]",3,NavType用于指定在目标之间传递的参数的数据类型，如Int、String或Boolean。
