章节序号,题目序号,问题,选项,正确选项序号,解释
57,9,What is the difference between StateFlow and SharedFlow?,"[""SharedFlow is lifecycle-aware, but StateFlow is not."",""StateFlow can replay values, but SharedFlow cannot."",""StateFlow requires an initial value, while SharedFlow does not."",""StateFlow supports multiple collectors, while SharedFlow does not.""]",2,"StateFlow needs an initial value because it is used for managing state changes, whereas SharedFlow can start without an initial value."
57,10,What is the primary purpose of the zip() operator in flows?,"[""To combine values from multiple flows by waiting for pairs"",""To concatenate values from multiple flows into one"",""To filter out values based on conditions"",""To map values to a new type""]",0,The zip() operator waits for values from both flows to be available before pairing them and emitting the combined result.
57,11,What is the purpose of the emit() function in Kotlin Flow?,"[""To collect data from the flow"",""To define the flow's lifecycle"",""To emit values from the producer to the flow"",""To transform the data emitted by the flow""]",2,The emit() function is used in the producer block to send values into the flow.
57,12,What type of flow is a SharedFlow considered?,"[""Cold flow"",""Hot flow"",""Stateful flow"",""Unidirectional flow""]",1,"SharedFlow is a hot flow, meaning it starts emitting values as soon as it is created, regardless of whether it has any subscribers."
57,13,Which flow builder is used to convert a fixed set of values into a flow?,"[""asFlow()"",""emit()"",""flow()"",""flowOf()""]",3,The flowOf() builder is used to create a flow from a fixed set of values.
57,14,Which flow operator should be used if you want to cancel ongoing collections when a new value arrives?,"[""collectLatest()"",""conflate()"",""fold()"",""zip()""]",0,"collectLatest() cancels ongoing work when a new value arrives, ensuring that only the latest data is processed."
57,15,Which function is used to convert a cold flow into a hot flow?,"[""asSharedFlow()"",""asStateFlow()"",""launchIn()"",""shareIn()""]",3,"The shareIn() function is used to convert a cold flow into a hot flow, allowing it to start emitting values even before any collectors subscribe."
57,16,Which of the following statements is true about Kotlin flows?,"[""They allow multiple values to be returned sequentially over time."",""They can only be used for synchronous tasks."",""They cannot be used with Jetpack Compose."",""They require multiple threads for execution.""]",0,"Kotlin Flows are designed to emit a sequence of values over time, making them suitable for asynchronous streams of data."
57,17,Which operator can be used to filter out values in a Kotlin Flow?,"[""asFlow()"",""collect()"",""filter()"",""map()""]",2,The filter() operator is used to include or exclude values based on a given condition.
57,18,Which operator would you use if you need to combine the latest values from two flows whenever either of them emits a new value?,"[""collectLatest()"",""combine()"",""flatMapConcat()"",""zip()""]",1,"The combine() operator merges values from two flows whenever either of them emits a new value, using the latest values from each."
57,19,Which terminal flow operator discards intermediate values if new ones arrive before the previous ones are processed?,"[""collect()"",""collectLatest()"",""conflate()"",""reduce()""]",1,"The collectLatest() operator cancels ongoing collection when a new value arrives, ensuring that only the latest value is processed."
58,0,How does SharedFlow handle multiple collectors?,"[""All collectors share the same data stream."",""Collectors receive the latest emitted value only."",""Each collector receives a different stream of data."",""Only one collector is allowed at a time.""]",0,"SharedFlow allows multiple collectors to share the same data stream, which means all active collectors will receive the same emitted values."
58,1,"How does an app handle configuration changes, such as device rotation, when using SharedFlow?","[""The ViewModel is cleared, and a new instance is created."",""The activity restarts but the flow is paused."",""The flow continues without restarting, retaining its state."",""The flow restarts and loses its state.""]",2,"Since the SharedFlow resides in the ViewModel, it retains its state and continues emitting values even after a configuration change, like device rotation."
58,2,What does the SharedFlow emit method do?,"[""Converts a SharedFlow into a StateFlow"",""Emits a new value into the SharedFlow"",""Starts the flow collection"",""Terminates the flow""]",1,"The emit method is used within a coroutine to send new values into the SharedFlow, which can then be collected by any subscribers."
58,3,What does the onBufferOverflow parameter in MutableSharedFlow control?,"[""How the flow handles new values when the buffer is full"",""The flow's emission delay"",""The initial value of the SharedFlow"",""The maximum number of collectors""]",0,"The onBufferOverflow parameter defines how a SharedFlow should behave when its buffer is full, such as discarding the oldest or latest value or suspending until space is available."
58,4,What happens if a new value is emitted while the SharedFlow collector is processing a previous value?,"[""The collection stops and restarts."",""The flow suspends until the previous value is processed."",""The new value is discarded."",""The new value waits in a buffer.""]",3,"SharedFlow supports buffering, which means new values can wait in a buffer until the collector is ready to process them."
58,5,What happens when the app is placed in the background without using repeatOnLifecycle?,"[""The ViewModel is destroyed."",""The collection continues even though the app is in the background."",""The flow restarts from the initial value when the app resumes."",""The flow stops emitting values.""]",1,"Without using repeatOnLifecycle, the flow collection continues even when the app is in the background, which can be inefficient as it updates a UI that is not visible."
58,6,What is the default replay behavior of SharedFlow if not configured otherwise?,"[""Does not replay any values"",""Replays all values"",""Replays only the first value"",""Replays the last emitted value""]",0,"By default, SharedFlow does not replay any values. Replay behavior must be explicitly configured using the replay parameter."
58,7,What is the key advantage of using repeatOnLifecycle for flow collection?,"[""It allows flow collection to continue indefinitely."",""It allows multiple collectors for a single flow."",""It makes the flow immutable."",""It starts and stops collection based on the lifecycle state.""]",3,"repeatOnLifecycle is used to automatically start and stop flow collection when the apps lifecycle state changes, such as when the app moves between foreground and background."
58,8,What is the primary purpose of using SharedFlow in the provided tutorial?,"[""To emit sequential integer values from a ViewModel and collect them in the UI"",""To handle lifecycle events in Android"",""To manage UI state in a Compose app"",""To replace LiveData in ViewModel""]",0,"The tutorial uses SharedFlow to emit integer values every two seconds from a ViewModel, which are then collected in the Main Activity to be displayed in a list."
58,9,What is the purpose of the viewModelScope in the tutorial?,"[""To handle configuration changes in the app"",""To launch coroutines that are tied to the lifecycle of the ViewModel"",""To manage navigation between screens"",""To manage the UI state within a composable function""]",1,viewModelScope is used to launch coroutines within a ViewModel. This ensures that coroutines are automatically canceled when the ViewModel is cleared.
58,10,Which function is used to create a SharedFlow instance that can be collected?,"[""MutableSharedFlow()"",""MutableStateFlow()"",""SharedFlow()"",""flowOf()""]",0,"MutableSharedFlow() is used to create a mutable instance that can emit values, which is then exposed as a SharedFlow using the asSharedFlow() method."
58,11,Which function is used to stop collecting values when the app is in the background?,"[""collect()"",""launchIn()"",""observeAsState()"",""repeatOnLifecycle()""]",3,"repeatOnLifecycle() is used to ensure that the flow collection starts when the app reaches a certain lifecycle state (e.g., STARTED) and stops when the lifecycle state changes (e.g., when the app is in the background)."
58,12,Which lifecycle state is used with repeatOnLifecycle to start collecting the SharedFlow?,"[""Lifecycle.State.CREATED"",""Lifecycle.State.INITIALIZED"",""Lifecycle.State.RESUMED"",""Lifecycle.State.STARTED""]",3,Lifecycle.State.STARTED is used with repeatOnLifecycle to start collecting the flow when the app is visible and stop collection when it moves to the background.
58,13,Why is LaunchedEffect used when collecting a SharedFlow?,"[""To convert the flow to LiveData"",""To ensure collection is tied to the composable lifecycle"",""To restart the flow when the screen rotates"",""To suspend the flow during collection""]",1,"LaunchedEffect ensures that the flow collection is managed within the lifecycle of the composable, starting and stopping collection as the composable enters and exits the composition."
58,14,Why is the asSharedFlow() function used?,"[""To convert a StateFlow into a SharedFlow"",""To expose a MutableSharedFlow as a read-only SharedFlow"",""To reset the SharedFlow"",""To start emitting values from a SharedFlow""]",1,"The asSharedFlow() function is used to convert a MutableSharedFlow into a read-only SharedFlow, ensuring that the flow can be observed without being modified externally."
59,0,How are generated images accessed from an ImagenGenerationResponse?,"[""As a list of ImagenInlineImage objects in the images property"",""By decoding a Base64 string in the response"",""Through a separate Firebase Storage download"",""Via the text property""]",0,The images property of ImagenGenerationResponse contains ImagenInlineImage instances representing generated images.
59,1,How can an Android app maintain context between multiple AI interactions?,"[""By caching responses locally and reusing them"",""By initiating a chat session with startChat()"",""By setting a context flag in the generativeModel() call"",""By using the same Content object for all requests""]",1,"Chat sessions (created via startChat()) retain context between messages, unlike standalone generateContent() calls."
59,2,What does the negativePrompt property in ImagenGenerationConfig do?,"[""Blocks inappropriate content more aggressively"",""Prevents the model from generating images with certain elements"",""Reverses the meaning of the primary prompt"",""Specifies a prompt to generate inverted-color images""]",1,"The negativePrompt property excludes specific elements (e.g., no dogs or cars) from generated images."
59,3,What happens if Imagen's personFilterLevel is set to BLOCK_ALL?,"[""Images of children are allowed, but adults are blocked"",""No images containing people of any age are generated"",""Only cartoon characters are allowed in generated images"",""The model refuses all image generation requests""]",1,"BLOCK_ALL prevents the generation of images containing people, regardless of age."
59,4,What is multi-modal input content in the context of Gemini AI?,"[""A single text string input"",""Content generated by multiple AI models simultaneously"",""Content that includes multiple languages"",""Input that combines different data types (e.g., text, images, video)""]",-1,Explanation:
59,5,What is the key difference between generateContent() and generateContentStream()?,"[""generateContent() is free, while generateContentStream() requires billing"",""generateContent() supports multi-modal inputs, while generateContentStream() does not"",""generateContentStream() only works with the Vertex AI API"",""generateContentStream() returns responses incrementally as a stream, while generateContent() returns a single response""]",3,"The generateContentStream() method provides a stream of responses, useful for displaying early results while processing continues."
59,6,What is the main advantage of using Gemini Flash over Gemini Pro?,"[""It can generate videos from text inputs"",""It is more cost-efficient for generating text results"",""It provides live interaction capabilities"",""It supports more input types than Gemini Pro""]",1,Gemini Flash is a cost-efficient model for generating text results in response to various inputs.
59,7,What is the primary function of the Imagen model?,"[""Creating images from text descriptions"",""Generating text responses to complex queries"",""Providing live interaction with AI"",""Transcribing audio and video inputs""]",0,The Imagen model generates images based on text prompts.
59,8,What is the primary purpose of integrating AI into Android apps using Google's tools?,"[""To enhance app capabilities with AI features like text, image, and video generation"",""To make apps independent of internet connectivity"",""To reduce app development costs without adding functionality"",""To replace human developers entirely""]",0,"Google provides tools and APIs to integrate AI into apps, enabling features such as text generation, video analysis, and image generation."
59,9,Which Gemini model is best suited for solving complex problems involving large data volumes?,"[""Gemini Flash"",""Gemini Flash Live"",""Gemini Pro"",""Imagen""]",2,Gemini Pro is the most powerful model for generating fast and accurate responses to complex problems or large data volumes.
59,10,Which ImagenSafetyFilterLevel setting applies the strictest optional content filters?,"[""BLOCK_ALL"",""BLOCK_LOW_AND_ABOVE"",""BLOCK_MEDIUM_AND_ABOVE"",""BLOCK_ONLY_HIGH""]",1,"BLOCK_LOW_AND_ABOVE enforces strict filtering, blocking more requests but minimizing objectionable content."
59,11,Which Kotlin construct is recommended for efficiently creating a Content object with multiple inputs?,"[""A Kotlin DSL builder (content {} block)"",""A sealed class hierarchy"",""A traditional Java-style builder pattern"",""Direct constructor initialization""]",0,The Kotlin DSL builder (content {}) as a more efficient way to create Content objects with multiple inputs.
59,12,Which method converts an ImagenInlineImage to a usable bitmap format?,"[""asBitmap()"",""decodeImage()"",""renderBitmap()"",""toBitmap()""]",0,Calling asBitmap() on an ImagenInlineImage instance converts it to a bitmap for use in the app.
59,13,Which method is used to create a generative model instance in Kotlin?,"[""generateContent()"",""generativeModel()"",""sendMessage()"",""startChat()""]",1,The generativeModel() method is called to create a GenerativeModel instance with the specified model name.
59,14,Which method is used to send a message in an ongoing chat session?,"[""continueChat()"",""generateContent()"",""postMessage()"",""sendMessage()""]",3,The Chat objects sendMessage() method is used to send input content while maintaining conversation context.
59,15,Which model is specifically designed for generating images from text descriptions?,"[""Gemini Flash Live"",""Gemini Pro"",""Imagen"",""Veo""]",2,The Imagen model is designed to generate images based on text descriptions.
59,16,Why should content generation calls be performed in a coroutine?,"[""Because Gemini AI only works with Kotlin coroutines"",""Because coroutines are required for all Firebase operations"",""To avoid using the main thread for any app functionality"",""To ensure UI responsiveness while waiting for AI responses""]",3,"Content generation can take time, so using coroutines (with Dispatchers.IO) prevents blocking the main thread and keeps the UI responsive."
60,0,What file needs to be added to the Android Studio project after registering the app with Firebase?,"[""ai-credentials.dat"",""firebase-keys.xml"",""gemini-config.json"",""google-services.json""]",3,The google-services.json file containing the project ID and API keys must be added to the project.
60,1,What is the first step in preparing a Gemini Firebase AI Logic project?,"[""Adding library dependencies"",""Creating a Google Cloud account"",""Generating an API key in AI Studio"",""Registering the app with Firebase""]",1,"Gemini AI projects are stored and managed in a Google Cloud account, which must be created first before proceeding with other setup steps."
60,2,Where is the API key for Gemini APIs generated?,"[""Android Studio"",""Firebase Console"",""Google AI Studio"",""Google Cloud Dashboard""]",2,API keys must be generated using Google AI Studio by accessing the AI Studio dashboard.
60,3,Where should the google-services.json file be placed in the Android Studio project?,"[""In the Gradle scripts folder"",""In the app folder"",""In the app/src/main/res folder"",""In the root project directory""]",1,The google-services.json file must be placed into the app folder in the Project tool window.
60,4,Which plugin needs to be added to the module and project-level build.gradle.kts files?,"[""androidx.navigation"",""com.google.ai"",""com.google.firebase"",""com.google.gms.google-services""]",3,The com.google.gms.google-service plugin is required to read the google-services.json file.
63,0,How are generated images converted for display in Compose?,"[""Through decodeBitmap()"",""Using asImageBitmap()"",""Via toComposeImage()"",""With renderBitmap()""]",1,The ImagenInlineImages asBitmap() creates a bitmap thats then converted to ImageBitmap for Compose.
63,1,What does the personFilterLevel setting control?,"[""API request frequency"",""Image resolution quality"",""User authentication levels"",""Whether generated images can contain people""]",3,This safety setting determines if generated images may include adult or child figures.
63,2,What happens when image generation violates safety filters?,"[""A default image is shown"",""An error message appears in the Text component"",""The app crashes"",""The request is automatically retried""]",1,Safety violations result in error messages being displayed through the stateFlow mechanism.
63,3,What is the primary purpose of the Imagen model in the GeminiDemo project?,"[""To analyze existing images"",""To convert images to different formats"",""To enhance image quality"",""To generate images from text descriptions""]",3,The Imagen model specializes in creating visual content based on textual prompts provided by users.
63,4,What is the purpose of the ImagenGenerationConfig in the model initialization?,"[""To configure image output characteristics"",""To define API rate limits"",""To manage network timeouts"",""To set user authentication parameters""]",0,"This configuration determines aspects like image count, aspect ratio, and format for generated images."
63,5,What is the purpose of the safetyFilterLevel setting?,"[""To adjust color saturation"",""To control image compression"",""To manage content appropriateness filters"",""To set privacy levels""]",2,This configuration determines how strictly optional content filters are enforced.
63,6,Which Firebase plan is required for image generation with Imagen?,"[""Blaze plan"",""Flame plan"",""Free tier"",""Spark plan""]",0,Image generation requires upgrading to the pay-as-you-go Blaze plan linked to a Google Cloud Billing account.
64,0,How are interactive actions such as button clicks handled in a Glance widget?,"[""By implementing onTouchEvent()"",""By overriding the onClick() method"",""By using the clickable() modifier"",""By using the handleClick() method""]",2,"Interactive actions in Glance widgets are handled using the clickable() modifier, which can be applied to any composable."
64,1,How is a Glance widget's broadcast receiver registered?,"[""In the app's main activity"",""Through the build.gradle file"",""Using a Java file"",""Within the AndroidManifest.xml file""]",3,The broadcast receiver for a Glance widget must be registered in the AndroidManifest.xml file to handle lifecycle events properly.
64,2,In which method can you override to handle the widget being disabled?,"[""onDelete()"",""onDisabled()"",""onEnabled()"",""onReceive()""]",1,The onDisabled() method is overridden to handle tasks that need to occur when a widget is disabled.
64,3,What is a 'cell' in the context of a Glance widget on Android 12?,"[""A layout component for organizing elements"",""A pixel on the screen"",""A unit of background color"",""The space occupied by a single app icon""]",3,"On Android 12, a cell refers to the space that a single app icon occupies on the home screen, used to define widget dimensions."
64,4,What is required to create a responsive Glance widget layout?,"[""Defining multiple size modes with SizeMode.Responsive"",""Overriding the onResize() method"",""Setting sizeMode to Single"",""Using the GlanceModifier for styling""]",0,A responsive Glance widget layout uses SizeMode.Responsive to define multiple size modes and adjust the content based on available space.
64,5,What is required to ensure a Glance widget remains up-to-date with the latest data?,"[""Adding all data to the provideGlance() method"",""Manually refreshing the widget every time"",""Scheduling updates with updateAll()"",""Using a static XML layout""]",2,"Glance widgets should use updateAll() to ensure they remain up-to-date with the latest information, especially for time-sensitive data."
64,6,What is the primary purpose of Glance in Jetpack Compose?,"[""To add widgets to apps"",""To create custom themes"",""To improve app performance"",""To manage complex animations""]",0,"Glance is a framework in Jetpack Compose that allows developers to add widgets to their apps, offering users a way to interact with app content directly from their devices home screen."
64,7,What is the purpose of the 'android:resizeMode' attribute in a widget's XML configuration?,"[""To adjust the widget's layout alignment"",""To control the resizing direction of the widget"",""To define the background color of the widget"",""To set the widget's update interval""]",1,"The android:resizeMode attribute specifies whether a widget can be resized horizontally, vertically, or both."
64,8,What is the purpose of the 'targetCellWidth' attribute in a widget XML file?,"[""To control the widget's update"",""To define the minimum size of the widget"",""To set the number of home screen cells the widget occupies"",""To specify the pixel width of the widget""]",2,The targetCellWidth attribute defines how many cells (icon-sized spaces) the widget occupies on the home screen.
64,9,What is the role of 'GlanceModifier' in Glance widgets?,"[""To apply styling and layout modifications"",""To handle background updates"",""To manage widget lifecycle events"",""To provide theme colors""]",0,"GlanceModifier is used in Glance widgets to apply layout and styling modifications to widget components, similar to the Modifier in Jetpack Compose."
64,10,What is the role of a Broadcast Receiver in a Glance widget?,"[""To create animations for widgets"",""To handle user inputs"",""To listen for system messages and lifecycle events"",""To update the widget layout""]",2,A Broadcast Receiver in a Glance widget listens for system messages and lifecycle events like enabling or disabling the widget.
64,11,What should be the top-level component in a Glance widget layout?,"[""Box"",""Column"",""GlanceModifier"",""GlanceTheme""]",3,"The top-level component in a Glance widget should be GlanceTheme, which defines the widgets color scheme and can be customized."
64,12,Which attribute in the appwidget-provider XML controls the widget's resizing behavior?,"[""android:initialLayout"",""android:layoutGravity"",""android:minWidth"",""android:resizeMode""]",3,"The android:resizeMode attribute controls whether a widget can be resized and in which directions (horizontal, vertical, or both)."
64,13,Which component converts Glance composables into views that can be displayed outside the app's process?,"[""BroadcastReceiver"",""GlanceAppWidget"",""GlanceModifier"",""RemoteViews""]",3,"Glance uses RemoteViews to display composables outside the apps process, such as on the devices home screen."
64,14,Which component is used to display text in a Glance widget?,"[""GlanceModifier"",""GlanceText"",""Text"",""TextView""]",2,"Glance widgets use the Text composable from the Glance framework to display text, similar to Jetpack Compose."
64,15,Which function is used to initiate widget updates in Glance?,"[""refreshAll()"",""refreshGlance()"",""updateAll()"",""updateWidget()""]",2,The updateAll() function is used to initiate updates for a Glance widget and must be called within a coroutine.
64,16,Which method must be overridden when creating a custom Glance widget?,"[""onCreate()"",""onResume()"",""provideContent()"",""provideGlance()""]",3,"To create a custom Glance widget, you need to subclass GlanceAppWidget and override the provideGlance() method to define the widgets content."
64,17,Which method should be used to respond to a widget's size change in Glance?,"[""LocalSize.current"",""handleSizeChange()"",""onResize()"",""provideSize()""]",0,LocalSize.current is used within a composable to identify the current size of the widget and adjust the layout accordingly.
64,18,Which of the following Glance actions is used to start background tasks?,"[""actionBackgroundTask()"",""actionSendBroadcast()"",""actionStartActivity()"",""actionStartService()""]",3,"The actionStartService() function is used to launch services, which can handle long-running background tasks."
64,19,Which of the following Glance components allows launching activities?,"[""GlanceModifier"",""actionSendBroadcast()"",""actionStartActivity()"",""actionStartService()""]",2,The actionStartActivity() function is used within a Glance widget to launch activities from the widget.
65,0,What is required to make a Glance widget responsive to size changes?,"[""Setting minHeight and minWidth only"",""Setting the layout to fixed"",""Using SizeMode.Responsive with specified sizes"",""Using only a single layout""]",2,Using SizeMode.Responsive with defined sizes allows the widget to adapt its layout based on different dimensions.
65,1,What is the purpose of the .clickable modifier in Glance widgets?,"[""To change text color"",""To handle user interactions"",""To refresh the layout"",""To set background images""]",1,The .clickable modifier is used to define actions that occur when a user interacts with a widget element.
65,2,Which Gradle dependency is necessary for using Glance in a project?,"[""androidx.compose.material3"",""androidx.glance.appwidget"",""androidx.lifecycle.viewmodel.compose"",""kotlinx.coroutines.core""]",1,The androidx.glance.appwidget library is required for creating Glance widgets.
65,3,Which component in the Glance widget layout displays text?,"[""GlanceText"",""GlanceTheme"",""MaterialText"",""Text""]",3,The Text component from the Glance library is used to display text in Glance widgets.
65,4,Which file specifies the configuration settings like size and preview image for the widget?,"[""appwidget-config.xml"",""build.gradle"",""stock_app_widget_info.xml"",""widget-settings.json""]",2,"The stock_app_widget_info.xml file contains configuration settings for the widget, such as size and preview image."
65,5,Which function is called to update a Glance widget manually?,"[""refreshAll()"",""refreshWidget()"",""updateAll()"",""updateContent()""]",2,The updateAll() function is used to refresh the content of a Glance widget manually.
65,6,Which method is used to define the content of a Glance widget?,"[""composeContent()"",""glanceContent()"",""provideContent()"",""setContent()""]",2,The provideContent() method is used within the GlanceAppWidget to define the layout and content of the Glance widget.
66,0,How is the initial fingerprint data enrolled on a physical Android device?,"[""By adding it through the app's settings."",""By uploading it to Google Play Services."",""Through the device's Security & privacy settings."",""Using a third-party biometric scanner.""]",2,"Fingerprint enrollment is done through the devices Security & privacy settings, where users can register their fingerprints."
66,1,"In the context of biometric authentication, what is a 'singleton' object in Kotlin?","[""A class that manages biometric data."",""A class used for user interface components."",""An object that can be instantiated multiple times."",""An object that has only one instance throughout the app.""]",3,"A singleton in Kotlin is a type of object that has a single instance, making it ideal for managing shared data like biometric state."
66,2,What does the BiometricPrompt class do?,"[""It checks if the device supports biometric authentication."",""It displays a custom authentication screen."",""It displays a standard dialog for user authentication and reports the results."",""It manages user settings for biometric authentication.""]",2,"BiometricPrompt handles displaying the authentication dialog, guiding users through the process, and returning the result to the app."
66,3,What happens when too many failed biometric authentication attempts occur?,"[""The app is automatically closed."",""The app requests the user to register a new biometric."",""The device is locked permanently."",""The user must authenticate through the lock screen.""]",3,"After multiple failed attempts, BiometricPrompt enforces a timeout and requires the user to use the device lock screen to try again."
66,4,What is required to initiate fingerprint authentication on a device?,"[""A device with a built-in face scanner."",""A third-party biometric library."",""An API level of 21 or above."",""At least one enrolled fingerprint and a secure lock screen.""]",3,"To use fingerprint authentication, the device must have at least one registered fingerprint and a secure method for unlocking the screen."
66,5,What is the primary purpose of the BiometricManager class in Android biometric authentication?,"[""To display a dialog for user authentication."",""To manage user interactions with biometric sensors."",""To store fingerprint data on the device."",""To verify hardware support for biometric authentication and check user settings.""]",3,"The BiometricManager class ensures that the device supports biometric authentication and that the user has enabled the required settings, like fingerprint or face recognition."
66,6,What is the purpose of the setNegativeButtonText() method in the BiometricPrompt.Builder?,"[""To define a message displayed on successful authentication."",""To define the text displayed on the cancel button of the prompt."",""To set the message for failed authentication attempts."",""To specify the retry interval for biometric authentication.""]",1,"setNegativeButtonText() sets the text for the negative button, providing the user with an option to cancel the authentication process."
66,7,What is the role of the BiometricPrompt.PromptInfo.Builder class?,"[""It checks hardware compatibility for biometric authentication."",""It creates a configuration for the biometric prompt, including title and button text."",""It handles the registration of biometric data."",""It manages user authentication callbacks.""]",1,"The Builder class configures the prompt dialog, allowing developers to set the title, description, and cancel button text."
66,8,What role does BiometricPrompt.AuthenticationCallback play in biometric authentication?,"[""It displays the user interface for biometric authentication."",""It is used to update the app's biometric settings."",""It manages the storage of fingerprint data."",""It provides methods to handle authentication results.""]",3,"BiometricPrompt.AuthenticationCallback is used to define what actions the app should take when authentication succeeds, fails, or encounters an error."
66,9,Which Android API level is required as a minimum for the BiometricDemo project?,"[""API 21 (Lollipop)"",""API 23 (Marshmallow)"",""API 26 (Oreo)"",""API 29 (Q)""]",3,"The BiometricDemo project is configured to support a minimum API level of 29, as this version includes enhanced biometric features."
66,10,Which biometric permission is required in the AndroidManifest.xml file to support both fingerprint and face authentication?,"[""android.permission.AUTHENTICATE_BIOMETRIC"",""android.permission.CAMERA"",""android.permission.READ_BIOMETRIC_DATA"",""android.permission.USE_BIOMETRIC""]",3,The USE_BIOMETRIC permission allows the app to access biometric authentication capabilities like fingerprint and face recognition.
66,11,Which method in BiometricPrompt is used to handle errors during authentication?,"[""onAuthenticationError"",""onAuthenticationFailed"",""onAuthenticationSucceeded"",""onBiometricCanceled""]",0,"The onAuthenticationError method handles errors that occur during the authentication process, such as too many failed attempts."
66,12,Which method is used to check if biometric authentication is available and enabled on a device?,"[""BiometricManager.canAuthenticate()"",""BiometricManager.checkAuthentication()"",""BiometricPrompt.authenticate()"",""BiometricPrompt.isAvailable()""]",0,The canAuthenticate() method of BiometricManager is used to determine if biometric authentication is available and properly set up on the device.
66,13,Why is it important to check if the device supports biometric authentication before initiating the process?,"[""To avoid displaying a biometric prompt on unsupported devices."",""To ensure that the app displays the correct language."",""To save battery life during authentication."",""To verify that the device has a compatible display.""]",0,Checking if biometric support is available prevents the app from showing a prompt that users cannot interact with if the device does not support biometric features.
66,14,Why is it necessary to use FragmentActivity instead of ComponentActivity when working with BiometricPrompt in Jetpack Compose?,"[""Because BiometricPrompt requires a context from FragmentActivity."",""Because ComponentActivity does not support Compose UI."",""Because FragmentActivity is more secure."",""Because it simplifies the UI structure.""]",0,"BiometricPrompt is designed to work with FragmentActivitys context, making it incompatible with ComponentActivity."
66,15,Why is the BiometricPrompt.authenticate() method called?,"[""To check for previously stored fingerprint data."",""To initiate the user authentication process."",""To update user biometric preferences."",""To verify that the device supports biometrics.""]",1,"The authenticate() method starts the biometric prompt dialog, allowing the user to authenticate using their biometric data."
66,16,Why is the biometric prompt dialog necessary in the authentication process?,"[""To collect user feedback on the app."",""To guide the user through biometric authentication."",""To provide access to the device's camera."",""To store user credentials.""]",1,"The prompt dialog helps the user understand how to complete the biometric authentication process, such as placing a finger on the sensor."
66,17,Why is the mainExecutor used when creating a BiometricPrompt instance?,"[""To ensure authentication callbacks are handled on the main thread."",""To handle hardware interactions with the fingerprint sensor."",""To manage background biometric processes."",""To register new biometric data.""]",0,"Using the mainExecutor ensures that the authentication results are processed on the main thread, which is necessary for UI updates."
67,0,How does Material Design 3 improve upon the user experience with dynamic colors?,"[""By allowing apps to automatically match the user's wallpaper colors"",""By enabling high-resolution graphics"",""By reducing memory consumption"",""By requiring users to manually adjust color settings""]",0,"Material Design 3s dynamic color feature adjusts app colors to align with the users wallpaper, providing a more cohesive and personalized user experience."
67,1,How many color slots are available for use in Material Design 3?,"[""16"",""24"",""32"",""8""]",1,"Material Design 3 provides a total of 24 color slots for developers to define various aspects of their apps color scheme, allowing for extensive customization."
67,2,What aspect of an app can be customized using the Material Theme Builder?,"[""App permissions"",""Code structure"",""Color palettes and fonts"",""Database schemas""]",2,"The Material Theme Builder allows developers to customize the color schemes and typography of their apps, helping to ensure that the apps visual style matches the desired brand identity."
67,3,What does the 'primary' color slot typically influence in a Material Design theme?,"[""The background color of Material Buttons"",""The background color of all screens"",""The color of the status bar"",""The default font color""]",0,"The primary color slot in Material Design is commonly used as the background color for Material components like buttons, giving them a distinct look based on the apps theme."
67,4,What does the Material Theme Builder help developers to design?,"[""App navigation structure"",""Custom color and font themes"",""Database schemas"",""Dynamic animations""]",1,"The Material Theme Builder is a tool that helps developers design custom color schemes and font styles, making it easier to create cohesive themes for their apps."
67,5,What feature of Material Design 3 allows apps to adapt theme elements to user preferences?,"[""Adaptive Layouts"",""Dynamic Typography"",""Material You"",""Theming Constraints""]",2,"Material Design 3 introduces Material You, a feature that enables apps to adjust their appearance based on user preferences, such as wallpaper, to create a more personalized experience."
67,6,What file in an Android Studio Compose project contains the color definitions for a theme?,"[""Color.kt"",""Theme.kt"",""Typography.kt"",""color.xml""]",0,"The Color.kt file in a Compose project is used to define the colors that are part of the apps theme, which are then used in various UI elements."
67,7,What function is used in Material Design 3 to create color schemes that match the user's settings on Android 12 or later?,"[""adaptiveThemeScheme()"",""autoColorAdjust()"",""dynamicColorScheme()"",""dynamicLightColorScheme() and dynamicDarkColorScheme()""]",3,"The functions dynamicLightColorScheme() and dynamicDarkColorScheme() generate color schemes that adapt to the users system preferences, such as wallpaper, and are used when dynamic colors are enabled."
67,8,What is the default behavior for shape theming in Material Design 3?,"[""Shape theming is automatically applied based on device size"",""Shape theming is not supported yet"",""Shape theming is only available for buttons"",""Shape theming must be manually configured in every component""]",1,"As of now, shape theming is not supported by Material Design 3, although color and typography theming are fully functional."
67,9,What is the primary purpose of Material Design guidelines in Android development?,"[""To enforce strict design rules across all Android apps"",""To mandate the use of Google's default color schemes"",""To provide design consistency while allowing for branding flexibility"",""To restrict the use of custom fonts in apps""]",2,"Material Design provides guidelines to ensure a consistent appearance across different apps while allowing developers to customize colors, typography, and shapes to align with their branding."
67,10,What is the purpose of using the slot API in the MyAppTheme function?,"[""To automatically adjust screen resolution"",""To create new UI elements dynamically"",""To optimize memory usage"",""To pass content into a theme composable""]",3,"The slot API is used in Compose to pass content into a themed container, ensuring that the content respects the themes colors and typography."
