章节号,问题,正确选项,错误选项1,错误选项2,错误选项3,解释
64,Which of the following Glance components allows launching activities?,actionStartActivity(),actionSendBroadcast(),actionStartService(),GlanceModifier,The actionStartActivity() function is used within a Glance widget to launch activities from the widget.
64,What is the role of a Broadcast Receiver in a Glance widget?,To listen for system messages and lifecycle events,To update the widget layout,To handle user inputs,To create animations for widgets,A Broadcast Receiver in a Glance widget listens for system messages and lifecycle events like enabling or disabling the widget.
64,Which component converts Glance composables into views that can be displayed outside the app's process?,RemoteViews,GlanceAppWidget,GlanceModifier,BroadcastReceiver,"Glance uses RemoteViews to display composables outside the apps process, such as on the devices home screen."
64,Which component is used to display text in a Glance widget?,Text,TextView,GlanceText,GlanceModifier,"Glance widgets use the Text composable from the Glance framework to display text, similar to Jetpack Compose."
64,What is the purpose of the 'targetCellWidth' attribute in a widget XML file?,To set the number of home screen cells the widget occupies,To control the widget's update,To specify the pixel width of the widget,To define the minimum size of the widget,The targetCellWidth attribute defines how many cells (icon-sized spaces) the widget occupies on the home screen.
64,How is a Glance widget's broadcast receiver registered?,Within the AndroidManifest.xml file,Through the build.gradle file,Using a Java file,In the app's main activity,The broadcast receiver for a Glance widget must be registered in the AndroidManifest.xml file to handle lifecycle events properly.
65,Which component in the Glance widget layout displays text?,Text,GlanceText,MaterialText,GlanceTheme,The Text component from the Glance library is used to display text in Glance widgets.
65,What is required to make a Glance widget responsive to size changes?,Using SizeMode.Responsive with specified sizes,Using only a single layout,Setting minHeight and minWidth only,Setting the layout to fixed,Using SizeMode.Responsive with defined sizes allows the widget to adapt its layout based on different dimensions.
65,What is the purpose of the .clickable modifier in Glance widgets?,To handle user interactions,To refresh the layout,To set background images,To change text color,The .clickable modifier is used to define actions that occur when a user interacts with a widget element.
65,Which function is called to update a Glance widget manually?,updateAll(),refreshAll(),refreshWidget(),updateContent(),The updateAll() function is used to refresh the content of a Glance widget manually.
65,Which Gradle dependency is necessary for using Glance in a project?,androidx.glance.appwidget,androidx.compose.material3,androidx.lifecycle.viewmodel.compose,kotlinx.coroutines.core,The androidx.glance.appwidget library is required for creating Glance widgets.
65,Which method is used to define the content of a Glance widget?,provideContent(),composeContent(),setContent(),glanceContent(),The provideContent() method is used within the GlanceAppWidget to define the layout and content of the Glance widget.
65,Which file specifies the configuration settings like size and preview image for the widget?,stock_app_widget_info.xml,build.gradle,appwidget-config.xml,widget-settings.json,"The stock_app_widget_info.xml file contains configuration settings for the widget, such as size and preview image."
66,What happens when too many failed biometric authentication attempts occur?,The user must authenticate through the lock screen.,The app is automatically closed.,The device is locked permanently.,The app requests the user to register a new biometric.,"After multiple failed attempts, BiometricPrompt enforces a timeout and requires the user to use the device lock screen to try again."
66,What role does BiometricPrompt.AuthenticationCallback play in biometric authentication?,It provides methods to handle authentication results.,It manages the storage of fingerprint data.,It is used to update the app's biometric settings.,It displays the user interface for biometric authentication.,"BiometricPrompt.AuthenticationCallback is used to define what actions the app should take when authentication succeeds, fails, or encounters an error."
66,What is the role of the BiometricPrompt.PromptInfo.Builder class?,"It creates a configuration for the biometric prompt, including title and button text.",It handles the registration of biometric data.,It manages user authentication callbacks.,It checks hardware compatibility for biometric authentication.,"The Builder class configures the prompt dialog, allowing developers to set the title, description, and cancel button text."
66,What is the purpose of the setNegativeButtonText() method in the BiometricPrompt.Builder?,To define the text displayed on the cancel button of the prompt.,To define a message displayed on successful authentication.,To specify the retry interval for biometric authentication.,To set the message for failed authentication attempts.,"setNegativeButtonText() sets the text for the negative button, providing the user with an option to cancel the authentication process."
66,Why is the mainExecutor used when creating a BiometricPrompt instance?,To ensure authentication callbacks are handled on the main thread.,To handle hardware interactions with the fingerprint sensor.,To register new biometric data.,To manage background biometric processes.,"Using the mainExecutor ensures that the authentication results are processed on the main thread, which is necessary for UI updates."
66,Which biometric permission is required in the AndroidManifest.xml file to support both fingerprint and face authentication?,android.permission.USE_BIOMETRIC,android.permission.CAMERA,android.permission.READ_BIOMETRIC_DATA,android.permission.AUTHENTICATE_BIOMETRIC,The USE_BIOMETRIC permission allows the app to access biometric authentication capabilities like fingerprint and face recognition.
66,"In the context of biometric authentication, what is a 'singleton' object in Kotlin?",An object that has only one instance throughout the app.,A class used for user interface components.,A class that manages biometric data.,An object that can be instantiated multiple times.,"A singleton in Kotlin is a type of object that has a single instance, making it ideal for managing shared data like biometric state."
66,Why is it important to check if the device supports biometric authentication before initiating the process?,To avoid displaying a biometric prompt on unsupported devices.,To ensure that the app displays the correct language.,To verify that the device has a compatible display.,To save battery life during authentication.,Checking if biometric support is available prevents the app from showing a prompt that users cannot interact with if the device does not support biometric features.
66,What is the primary purpose of the BiometricManager class in Android biometric authentication?,To verify hardware support for biometric authentication and check user settings.,To store fingerprint data on the device.,To display a dialog for user authentication.,To manage user interactions with biometric sensors.,"The BiometricManager class ensures that the device supports biometric authentication and that the user has enabled the required settings, like fingerprint or face recognition."
66,Which Android API level is required as a minimum for the BiometricDemo project?,API 29 (Q),API 23 (Marshmallow),API 26 (Oreo),API 21 (Lollipop),"The BiometricDemo project is configured to support a minimum API level of 29, as this version includes enhanced biometric features."
66,Which method in BiometricPrompt is used to handle errors during authentication?,onAuthenticationError,onAuthenticationFailed,onAuthenticationSucceeded,onBiometricCanceled,"The onAuthenticationError method handles errors that occur during the authentication process, such as too many failed attempts."
66,What does the BiometricPrompt class do?,It displays a standard dialog for user authentication and reports the results.,It displays a custom authentication screen.,It checks if the device supports biometric authentication.,It manages user settings for biometric authentication.,"BiometricPrompt handles displaying the authentication dialog, guiding users through the process, and returning the result to the app."
66,Why is it necessary to use FragmentActivity instead of ComponentActivity when working with BiometricPrompt in Jetpack Compose?,Because BiometricPrompt requires a context from FragmentActivity.,Because it simplifies the UI structure.,Because ComponentActivity does not support Compose UI.,Because FragmentActivity is more secure.,"BiometricPrompt is designed to work with FragmentActivitys context, making it incompatible with ComponentActivity."
66,Why is the biometric prompt dialog necessary in the authentication process?,To guide the user through biometric authentication.,To store user credentials.,To provide access to the device's camera.,To collect user feedback on the app.,"The prompt dialog helps the user understand how to complete the biometric authentication process, such as placing a finger on the sensor."
66,Which method is used to check if biometric authentication is available and enabled on a device?,BiometricManager.canAuthenticate(),BiometricPrompt.isAvailable(),BiometricManager.checkAuthentication(),BiometricPrompt.authenticate(),The canAuthenticate() method of BiometricManager is used to determine if biometric authentication is available and properly set up on the device.
66,How is the initial fingerprint data enrolled on a physical Android device?,Through the device's Security & privacy settings.,By uploading it to Google Play Services.,Using a third-party biometric scanner.,By adding it through the app's settings.,"Fingerprint enrollment is done through the devices Security & privacy settings, where users can register their fingerprints."
66,Why is the BiometricPrompt.authenticate() method called?,To initiate the user authentication process.,To verify that the device supports biometrics.,To check for previously stored fingerprint data.,To update user biometric preferences.,"The authenticate() method starts the biometric prompt dialog, allowing the user to authenticate using their biometric data."
66,What is required to initiate fingerprint authentication on a device?,At least one enrolled fingerprint and a secure lock screen.,A third-party biometric library.,A device with a built-in face scanner.,An API level of 21 or above.,"To use fingerprint authentication, the device must have at least one registered fingerprint and a secure method for unlocking the screen."
67,What is the role of the MaterialTheme composable in a Compose project?,"To apply color, typography, and shape theming to components",To handle user input,To define the structure of an app,To create new UI elements,"MaterialTheme is used in Compose to apply theming elements such as colors, typography, and shapes across an apps UI components."
67,How many color slots are available for use in Material Design 3?,24,8,16,32,"Material Design 3 provides a total of 24 color slots for developers to define various aspects of their apps color scheme, allowing for extensive customization."
67,What is the primary purpose of Material Design guidelines in Android development?,To provide design consistency while allowing for branding flexibility,To mandate the use of Google's default color schemes,To enforce strict design rules across all Android apps,To restrict the use of custom fonts in apps,"Material Design provides guidelines to ensure a consistent appearance across different apps while allowing developers to customize colors, typography, and shapes to align with their branding."
67,Which of the following is a recommended practice when using the Material Theme Builder?,Download and directly replace existing Color.kt and Theme.kt files,Only use predefined themes,Manually edit every color slot,Use the default colors without any adjustments,"After designing a custom theme using the Material Theme Builder, developers can export the theme files and replace the existing Color.kt and Theme.kt files in their project for consistency."
67,Which file should be edited to change the default font sizes used in a Material Design 3 theme?,Typography.kt,Font.kt,Theme.kt,type.xml,"Typography.kt defines the font sizes, styles, and families used in a Material Design theme, allowing developers to customize how text appears throughout their app."
67,What is the purpose of using the slot API in the MyAppTheme function?,To pass content into a theme composable,To optimize memory usage,To automatically adjust screen resolution,To create new UI elements dynamically,"The slot API is used in Compose to pass content into a themed container, ensuring that the content respects the themes colors and typography."
67,What tool helps developers create complementary color palettes for their Android app themes?,Material Theme Builder,Android Studio Layout Editor,ColorPicker,Compose Designer,"The Material Theme Builder is designed to assist developers in selecting harmonious color palettes and typography for their app themes, simplifying the customization process."
67,Which type of colors does dynamicLightColorScheme() function use?,Colors that match user preferences and system themes,High-contrast colors,Randomly generated colors,Predefined color palettes,"The dynamicLightColorScheme() function adjusts colors to match user-selected themes, providing a personalized look that aligns with the users system preferences."
67,What file in an Android Studio Compose project contains the color definitions for a theme?,Color.kt,Typography.kt,Theme.kt,color.xml,"The Color.kt file in a Compose project is used to define the colors that are part of the apps theme, which are then used in various UI elements."
67,What aspect of an app can be customized using the Material Theme Builder?,Color palettes and fonts,App permissions,Database schemas,Code structure,"The Material Theme Builder allows developers to customize the color schemes and typography of their apps, helping to ensure that the apps visual style matches the desired brand identity."
67,What function is used in Material Design 3 to create color schemes that match the user's settings on Android 12 or later?,dynamicLightColorScheme() and dynamicDarkColorScheme(),autoColorAdjust(),adaptiveThemeScheme(),dynamicColorScheme(),"The functions dynamicLightColorScheme() and dynamicDarkColorScheme() generate color schemes that adapt to the users system preferences, such as wallpaper, and are used when dynamic colors are enabled."
67,What feature of Material Design 3 allows apps to adapt theme elements to user preferences?,Material You,Adaptive Layouts,Theming Constraints,Dynamic Typography,"Material Design 3 introduces Material You, a feature that enables apps to adjust their appearance based on user preferences, such as wallpaper, to create a more personalized experience."
67,What is the default behavior for shape theming in Material Design 3?,Shape theming is not supported yet,Shape theming is only available for buttons,Shape theming must be manually configured in every component,Shape theming is automatically applied based on device size,"As of now, shape theming is not supported by Material Design 3, although color and typography theming are fully functional."
67,What does the 'primary' color slot typically influence in a Material Design theme?,The background color of Material Buttons,The color of the status bar,The default font color,The background color of all screens,"The primary color slot in Material Design is commonly used as the background color for Material components like buttons, giving them a distinct look based on the apps theme."
67,What does the Material Theme Builder help developers to design?,Custom color and font themes,Database schemas,App navigation structure,Dynamic animations,"The Material Theme Builder is a tool that helps developers design custom color schemes and font styles, making it easier to create cohesive themes for their apps."
67,How does Material Design 3 improve upon the user experience with dynamic colors?,By allowing apps to automatically match the user's wallpaper colors,By reducing memory consumption,By enabling high-resolution graphics,By requiring users to manually adjust color settings,"Material Design 3s dynamic color feature adjusts app colors to align with the users wallpaper, providing a more cohesive and personalized user experience."
67,Where can the complete list of Material Design 3 color slot names be found?,At the official Android developer website,In the MainActivity.kt file,In the Android Studio documentation,In the MaterialTheme file,"The full list of Material Design 3 color slots can be found on the official Android developer website, providing developers with a reference for all available color slots."
67,Which method is used to check if a device is in dark mode in a Compose project?,isSystemInDarkTheme(),isDarkTheme(),isSystemDarkMode(),isDeviceInDarkMode(),"The isSystemInDarkTheme() method is used in Compose to determine if the device is currently using dark mode, allowing the app to adjust its theme accordingly."
67,Why is it recommended to include defensive code for dynamic colors in themes?,To handle devices running older versions of Android,To ensure colors remain static,To prevent the app from changing colors,Because dynamic colors are available on all Android versions,Dynamic colors are only supported on Android 12 and above. Including defensive code ensures that the theme falls back to predefined colors on devices with older Android versions.
67,Which function is used to wrap a content composable with a theme in Android Studio?,MaterialTheme(),Theme(),Scaffold(),setContent(),"MaterialTheme() is used to wrap the content of a composable with the apps color, typography, and shape theming, applying the theme consistently throughout the app."
68,What should be done to test dynamic colors in an Android app?,Change the device's wallpaper and check the app's response,Update the app to the latest version,Modify the build.gradle file,Run the app on an Android device with API level 21,"Dynamic colors in the ThemeDemo app can be tested by changing the devices wallpaper, which triggers the app to adapt to the new colors."
68,What is the purpose of the dynamic color feature in Material Design 3?,To allow apps to automatically adjust colors based on user settings,To enable debugging in dark mode,To disable dark mode in Android apps,To provide default themes for Android apps,Dynamic color support in Material Design 3 allows the apps theme colors to adapt to user settings like the chosen wallpaper.
68,What should be done after replacing the default theme files with custom theme files in an Android project?,Update the package declarations in the custom files,Delete the MainActivity.kt file,Change the project's API level,Rebuild the app from scratch,"After copying custom theme files into an Android project, the package declarations in the files should be updated to match the projects package name."
68,What is the purpose of the Export theme button in the Material Theme Builder?,To create a zip file containing the theme files,To export database files,To generate a new project structure,To export the app's codebase,"The Export theme button in the Material Theme Builder generates a zip file containing the theme files like Color.kt, Theme.kt, and Type.kt."
68,What type of color adjustment does Material You's dynamic color feature provide?,Automatic adjustments based on user settings,Default color schemes only,Only light and dark themes,Manual color changes,Material Yous dynamic color feature adjusts colors automatically based on user settings like wallpaper preferences.
68,What is the purpose of the Material Theme Builder tool in Android development?,To design custom themes with specific colors and fonts,To create new Android projects,To debug errors in Android apps,To build APK files for Android apps,The Material Theme Builder tool is used for designing custom themes by allowing developers to select colors and fonts for their apps.
68,What is the default name of the compressed theme file generated by the Material Theme Builder?,material-theme.zip,theme-export.zip,custom_theme.zip,material_theme.zip,The theme is saved as a compressed file named material-theme.zip when exported from the Material Theme Builder.
68,Which function is used in Compose to define the theme for the app?,MaterialTheme(),applyTheme(),Scaffold(),setContent(),"The MaterialTheme() function is used in Compose to apply the theme to the app, including colors, typography, and shapes."
68,Which file needs to be modified to integrate Google font libraries into a Compose project?,build.gradle.kts (Module: app),MainActivity.kt,AndroidManifest.xml,strings.xml,"To integrate Google font libraries, dependencies are added to the build.gradle.kts (Module: app) file."
68,Where should the custom font_certs.xml file be placed in an Android project?,res/values,build folder,libs folder,ui.theme folder,The custom font_certs.xml file is placed in the res/values folder to support custom fonts in the theme.
51,What does the @ColumnInfo annotation do?,Sets column names in database tables,Specifies table relationships,Indicates a DAO method,Defines a field as a primary key,The @ColumnInfo annotation allows specifying custom names for columns in a Room entity.
51,Which method is used to delete records from a Room database?,@Delete,@Unlink,@Update,@Remove,@Delete is a convenience annotation in Room that allows for removing records from a database.
51,How can Room handle in-memory databases?,Using Room.inMemoryDatabaseBuilder(),Using @Database annotation,Using Room.databaseBuilder(),Using @InMemory annotation,Room.inMemoryDatabaseBuilder() is used to create databases that exist only in memory and are lost when the app terminates.
51,What is the role of a Data Access Object (DAO) in Room?,To define SQL queries and methods for database operations,To generate tables from schema,To provide direct access to the database,To define the table schema,"DAOs provide methods mapped to SQL queries, which are used to perform database operations such as inserting, updating, or retrieving data."
51,Which method is used to get an instance of Room Database?,Room.databaseBuilder(),Room.getInstance(),Room.createDatabase(),Room.connect(),Room.databaseBuilder() is used to create or retrieve an instance of a Room Database in an Android application.
51,Which annotation is used for inserting records in Room?,@Insert,@Appennd,@Update,@Add,@Insert is a convenience annotation that allows inserting records into a database without needing to write explicit SQL insert statements.
51,What is the role of a repository in the Room database architecture?,To manage data sources like databases or web services,To create UI components,To provide direct access to cloud database instances,To directly access SQLite database files,"The repository module handles data sources like databases, avoiding the need for UI controllers and ViewModels to access these sources directly."
51,What is a primary key in the context of Room databases?,A unique identifier for each row in a table,A type of database index,A key used encrypt a database,An attribute used identify individual tables elements,"A primary key uniquely identifies each row in a database table, allowing for specific rows to be accessed or modified."
51,What is the purpose of the @ForeignKey annotation in Room?,To create relationships between tables,To define LiveData methods,To mark a class as an entity,To create indexes on columns,"@ForeignKey is used to establish relationships between different tables, such as linking a Purchase to a Customer entity."
51,What is the purpose of the RoomDatabase class?,To create and return Room database instances,To execute SQL statements on a database,To fetch data from a database table,To design database schema,The RoomDatabase class is responsible for creating instances of the database and providing access to DAO instances.
51,How can LiveData be used with DAOs?,To automatically observe changes in database queries,To perform background database queries,To access remote datbases in real-time,To connect to remote database servers,"Using LiveData with DAOs allows automatic observation of changes in the database, updating the UI when data changes."
51,What happens if you try to run a database operation on the main thread?,The app might crash due to UI thread blocking,The database will not accept the request,The database automatically optimizes the query,The app will run faster,Running database operations on the main thread can cause the app to freeze or crash due to potential UI blocking.
51,What is an entity in the context of Room databases?,A class defining a table schema,A SQLite database intance,A SQL statement,A database row,"Entities in Room represent classes that define the schema for a table within the database, including columns and primary keys."
51,Why is it important to use a single Room database instance?,To prevent multiple database connections,To enable multiple DAOs,To simplify user interface creation,To reduce code complexity,"Using a single Room database instance ensures that multiple connections are not opened, which helps in managing resources and preventing errors."
51,What annotation is used to mark a class as an entity in Room?,@Entity,@DAO,@Repository,@Database,"The @Entity annotation marks a class as an entity, defining a table schema in Room."
51,What is the main purpose of the Room persistence library?,To simplify adding database storage to Android apps,To replace the SQLite database entirely,To manage network operations in Android,To handle all user interface components,The Room persistence library is designed to make it easier to add database storage support to Android apps while following the architecture guidelines.
51,Which component provides the interface to the underlying SQLite database in Room?,Room Database,Data Access Object (DAO),ViewModel,Repository,The Room database object provides the interface to the SQLite database and is used to access DAO instances.
51,Which of the following is a convenience annotation in Room?,@Insert,@Entity,@Dao,@Query,"Convenience annotations like @Insert allow Room to infer SQL statements, reducing the need for writing explicit SQL code."
51,What does the @Ignore annotation do in a Room entity class?,Ignores a field during database operations,Creates a new database table,Marks a field as the primary key,Marks a class as a Room database,@Ignore is used to exclude fields from being persisted in the database.
51,How do you handle large database operations in Room?,Use coroutines or background threads,Directly access SQLite,Run them on the main thread,Use the @UIThread annotation,"To prevent blocking the UI, large database operations should be run on background threads using coroutines."
51,What is the main benefit of using Room over plain SQLite in Android?,It reduces the amount of boilerplate code for database operations,It replaces the need for ViewModels,It provides better UI components,It makes database queries faster,"Room simplifies database operations by reducing the need to write boilerplate code, making database management more efficient."
51,What annotation is used to automatically generate primary keys in Room?,@PrimaryKey(autoGenerate = true),@ForeignKey,@AutoGenerate,@AutoKey,The @PrimaryKey(autoGenerate = true) annotation is used to automatically generate primary key values for new rows in a table.
51,What does the fallbackToDestructiveMigration() method do?,Forces data to be deleted if the database schema changes,Prevents data loss during database migrations,Increases database performance,Connects to remote databases,fallbackToDestructiveMigration() deletes and recreates the database if a migration is required but not specified.
51,What should be done when a Room database schema changes?,Use fallbackToDestructiveMigration(),Update the app UI,Reinstall the entire app,Restart the database server,"When a schema changes and no migration strategy is provided, fallbackToDestructiveMigration() can be used to automatically handle the change."
52,What does the 'fallbackToDestructiveMigration()' method do in Room?,Deletes and recreates the database if a migration is not found.,Automatically updates the database schema without data loss.,Backs up the database before migration.,Prevents data loss during migrations.,The fallbackToDestructiveMigration() method deletes the existing database and creates a new one if a migration path is missing.
52,Which annotation is used to define a class as an entity in Room?,@Entity,@Database,@Table,@Dao,The @Entity annotation is used to specify that a class represents a database entity (table) in Room.
52,Which component is typically responsible for managing the UI state in the Room-based project?,ViewModel,Repository,Database,DAO,The ViewModel manages the UI state and serves as a bridge between the repository and the UI.
52,What is the purpose of using 'MutableLiveData' in a repository?,To store search results for observed updates.,To define database table schemas.,To create a backup of database data.,To manage UI theme changes.,"MutableLiveData is used in the repository to store and observe changes to search results, allowing the UI to react to these changes."
52,Which library is required for handling asynchronous Room database queries?,Coroutines,Glide,Retrofit,Dagger,Coroutines are used in the RoomDemo project for handling asynchronous database operations to avoid blocking the main thread.
52,Why might 'autoGenerate = true' be used with the '@PrimaryKey' annotation?,To auto-generate primary key values for new records.,To enable foreign key constraints.,To manage schema migrations automatically.,To automatically create entity classes.,Setting autoGenerate = true allows the Room database to automatically generate a unique ID for each new record in the table.
52,How can changes to database records be automatically reflected in the UI?,By using 'LiveData' and observing it in the ViewModel.,By storing data in SharedPreferences.,By directly accessing the database in the UI.,By setting up manual refresh methods in the DAO.,LiveData allows the UI to observe changes and update automatically when data in the database changes.
52,Which function is used to prevent blocking the main thread during database operations?,launch() with Dispatchers.IO,Thread.sleep(),runOnUiThread(),AsyncTask(),"Using launch() with Dispatchers.IO allows Room database operations to run on a background thread, preventing the main thread from being blocked."
52,What is the purpose of the 'MainViewModelFactory' class?,To provide a factory for creating 'MainViewModel' instances with an application context.,To create instances of the Room database.,To define custom SQL queries.,To manage database migrations.,"The MainViewModelFactory is used to create MainViewModel instances, passing the application context needed for database operations."
52,Which component in Room is responsible for defining SQL queries?,DAO,ViewModel,Repository,Entity,Data Access Objects (DAO) are interfaces that define SQL queries and methods for interacting with the Room database.
52,Why is it important to avoid performing database operations on the main thread?,To ensure the app's UI remains responsive.,To improve network performance.,To enable debugging features.,To reduce battery consumption.,Performing database operations on a background thread ensures that the UI does not become unresponsive due to long-running tasks.
52,Why is 'LiveData' used in Room database queries?,To observe and automatically update the UI with database changes.,To handle database transactions.,To improve database performance.,To ensure queries are executed on the main thread.,LiveData allows the UI to observe changes in the database and automatically update when the underlying data changes.
52,What is the role of a Repository class when working with Room databases?,To abstract data operations and interact with the DAO.,To provide direct access to the database.,To create UI components.,To manage API calls.,Repositories abstract data operations and act as a middle layer between the ViewModel and the DAO.
52,What should be done to use the Database Inspector with a running Room database app?,Run the app on an emulator or connected device.,Enable a debug mode in Room configuration.,Enable ProGuard settings.,Connect to a physical device.,"The Database Inspector can be used when the app is running on an emulator or connected device, allowing inspection and modification of database content."
52,How is a Room database instance created in the RoomDemo project?,By extending the RoomDatabase class and using 'Room.databaseBuilder'.,By writing raw SQL queries.,By creating a custom SQL engine.,By directly instantiating the RoomDatabase class.,A Room database instance is created by extending RoomDatabase and using the Room.databaseBuilder method.
52,What does the '@Insert' annotation in a DAO do?,Inserts new records into the database.,Updates existing records in the database.,Deletes records from the database.,Executes a custom SQL query.,The @Insert annotation is used to insert new records into the database using the Room persistence library.
53,Which type of navigation key would you use to pass data to a destination?,data class,enum class,data object,sealed class,"Data classes can have constructor parameters to pass data, while data objects cannot."
53,What must navigation keys implement?,NavKey interface,Serializable interface,Parcelable interface,Route interface,Navigation keys must conform to the NavKey interface and are typically serializable for state restoration.
53,What is the purpose of the entryProvider in NavDisplay?,To define available navigation destinations,To optimize rendering performance,To handle permission requests,To manage network connections,The entryProvider DSL block declares all possible navigation entries with their keys and content.
53,What happens to the home destination when the app first launches?,It's pushed onto an empty stack,It's cached for quick access,It's loaded but not added to the stack,It's only shown after user interaction,The home destination becomes the first entry in the back stack when the app starts.
53,Which composable is responsible for displaying the current navigation destination?,NavDisplay,NavigationContainer,NavRenderer,NavHost,NavDisplay shows content based on the current top entry in the back stack.
53,How is navigation state preserved across configuration changes?,Through automatic serialization of NavKeys,With Room database storage,Using saved instance state,Via ViewModel persistence,Serializable NavKeys allow the back stack to restore navigation state.
53,Which annotation is typically used with navigation keys?,@Serializable,@Parcelize,@Destination,@NavigationKey,Navigation keys should be serializable for state preservation.
53,Where would you define the composable content for a destination?,Within an entry block in the entryProvider,In a separate NavigationContent class,In the NavKey declaration,As a parameter to rememberNavBackStack(),Each entry associates a NavKey with its corresponding composable content.
53,How do you navigate to a new destination?,backStack.add(),backStack.moveTo(),backStack.push(),backStack.navigateTo(),The add() method pushes a new navigation key onto the back stack.
53,What is the visual difference between a navigation bar and rail?,"Bar is horizontal, rail is vertical","Bar is for phones, rail is for wearables","Bar has icons, rail has text","Bar is at top, rail is at bottom","Navigation bars appear horizontally at the bottom, while rails appear vertically on the side."
53,What tracks the user's path through app destinations?,Navigation back stack,PathTracker,RouteMapper,NavHistory,The back stack maintains the sequence of destinations as the user navigates through the app.
53,What determines the current visible destination?,The last added entry in the back stack,The most recently accessed entry,The entry with highest priority,The first entry in the back stack,The top entry in the stack (most recently added) is always the current destination.
53,Where would you typically place navigation logic in a Compose app?,In a ViewModel or state holder,Directly in UI composables,In the Activity class,In a navigation-specific service,Navigation logic is usually managed in a ViewModel to separate concerns from UI.
53,What type of parameter does NavDisplay's onBack callback receive?,Nothing (it's a parameterless lambda),The current destination key,A boolean indicating success,The previous destination key,The onBack callback is a simple lambda that handles backward navigation logic.
53,What is the primary purpose of the Navigation 3 library in Jetpack Compose?,To simplify implementation of screen navigation,To handle network requests,To optimize app performance,To manage database operations,Navigation 3 provides a structured architecture for managing navigation between composable destinations in an Android app.
53,What happens if you try to use an empty back stack?,A runtime exception occurs,The app closes,The app shows a blank screen,The home screen loads automatically,An empty back stack is invalid and will throw an exception.
53,How is a navigation back stack typically created?,rememberNavBackStack(),NavBackStack.create(),new BackStack(),NavigationStack(),This function creates and remembers a NavBackStack instance with proper state preservation.
53,What happens when you call backStack.removeLastOrNull()?,Removes the current destination or returns null,Restarts the app,Clears the entire back stack,Navigates forward to the next destination,"This method pops the top destination from the stack, triggering backward navigation."
53,What is the purpose of the metadata property in NavEntry?,To pass additional data to destinations,To store analytics data,To define accessibility labels,To configure transition animations,Metadata provides a way to send extra information to destinations via key-value pairs.
54,What is the function of the popUpTo() method when used with the navigate() method?,To remove all composables from the back stack until a specific destination is reached.,To refresh the content of the current composable.,To change the theme of the destination composable.,To pause the navigation controller.,"The popUpTo() method allows you to clear the back stack up to a specified destination, ensuring a smoother back navigation experience."
54,How can you avoid pushing multiple instances of the same destination onto the back stack?,Set launchSingleTop to true in the navigate() method.,Create a new instance of NavHostController each time.,Disable recomposition in the destination composable.,Use the replaceTop() method of the navigation controller.,"Setting launchSingleTop to true ensures that only a single instance of a destination is kept at the top of the back stack, preventing duplicate instances."
54,What is the main benefit of using the launchSingleTop parameter in navigation?,It ensures only a single instance of a destination is created at the top of the stack.,It resets the entire back stack before navigating.,It launches multiple instances of the destination at the top.,It triggers animations between transitions.,"launchSingleTop prevents multiple instances of the same destination from being created on top of each other, ensuring a cleaner back stack."
54,Why is it recommended to use a sealed class for routes?,It helps to centralize route strings and ensures compile-time safety.,It automatically manages back stack operations.,It enhances runtime performance of the app.,It is the only way to define routes in Compose.,"Using a sealed class for routes allows for better management of route strings in one place, reducing errors due to mistyped routes."
54,What type of component is typically used for bottom navigation in Compose?,BottomNavigation and BottomNavigationItem,NavBar and NavController,BottomSheet and NavGraph,BottomAppBar and NavDrawer,BottomNavigation and BottomNavigationItem are used to create and configure bottom navigation bars in Compose.
54,Which method is used to get the current back stack entry in Compose?,currentBackStackEntryAsState(),currentBackStack(),navController.getCurrentEntry(),getBackStackEntry(),"The currentBackStackEntryAsState() method returns the current back stack entry, allowing you to access details like the current route."
54,What is the primary role of the NavHostController?,To manage navigation actions and the back stack.,To render the UI components of the app.,To store user data securely.,To perform background data synchronization.,"The NavHostController is responsible for managing navigation actions, handling the back stack, and determining the current destination."
54,How is a navigation graph defined in Compose?,By using the NavHost and specifying destinations within it.,By adding destinations directly in the MainActivity class.,By creating a new instance of NavGraphController.,By listing routes in a configuration file.,"A navigation graph in Compose is defined within the NavHost, where different routes and their corresponding destination composables are listed."
54,What is the purpose of saveState and restoreState options in navigation?,To automatically save and restore the state of destinations during navigation.,To animate screen transitions during navigation.,To enable or disable navigation gestures.,To cache user data between app sessions.,"These options help in preserving the state of back stack entries, ensuring that when users return to a destination, its state remains intact."
54,What does a NavHost represent in Compose navigation?,A placeholder for the app's navigation destinations.,A component that stores the user's navigation history.,A service that handles background updates.,A UI component that displays error messages.,"NavHost is a component that serves as a placeholder for different composables that act as navigation destinations, allowing the user to move between them."
54,What is the purpose of using routes in a navigation graph?,To uniquely identify each destination in the navigation graph.,To define the data schema of a database.,To style the UI components of the app.,To manage background tasks and services.,"Routes are used to provide unique identifiers for each destination in a NavHost, allowing the navigation controller to reference destinations accurately."
54,How can you pass arguments between destinations in Compose navigation?,By including the argument in the route definition and accessing it via the backStackEntry.,By using a Bundle object only.,By passing the argument directly in the destination composable function.,By creating a new NavHost instance for each destination.,Arguments can be passed by adding them to the route definition in the navigation graph and accessing them through the backStackEntry when the destination is reached.
54,What does the NavType enumeration help specify?,The type of arguments passed between destinations.,The theme to be applied to the NavHost.,The animation used during screen transitions.,The size of the navigation back stack.,"NavType is used to specify the data type of arguments passed between destinations, such as Int, String, or Boolean."
